Datetime,Branch,Gender,Age,NPS,CSI,Loyalty,CES,Registration,Doctor Consultation,Nurse Service,Pharmacy Service,Laboratory,Emergency Response,Billing Process,Facility Cleanliness,Staff Friendliness,Waiting Time,Improvement_Feedback
19/11/2025 02.40,Always Healthy Hospital Makassar,Female,56,7,4,4,4,3,4,4,5,4,4,4,4,3,4,service good
01/11/2025 20.58,Always Healthy Hospital Palembang,Male,26,6,4,4,3,4,3,3,4,3,3,3,4,3,3,service good
27/11/2025 23.58,Always Healthy Hospital Surabaya,Female,57,8,4,3,3,4,4,4,4,4,4,3,3,4,3,service good
23/11/2025 21.04,Always Healthy Hospital Jakarta,Male,54,9,4,4,4,5,4,3,4,4,4,4,4,4,4,service good
24/11/2025 14.06,Always Healthy Hospital Jakarta,Female,65,10,4,4,4,4,4,4,4,4,4,3,4,3,4,service good
23/11/2025 16.29,Always Healthy Hospital Medan,Male,44,10,4,4,4,4,4,4,5,5,5,3,5,4,4,service good
03/11/2025 19.49,Always Healthy Hospital Medan,Female,24,10,4,5,4,4,4,4,4,4,5,4,5,4,4,service good
22/11/2025 11.42,Always Healthy Hospital Balikpapan,Male,35,10,4,4,4,4,4,4,4,5,5,3,4,5,4,service good
15/11/2025 06.09,Always Healthy Hospital Batam,Female,45,9,4,4,4,4,3,3,3,4,4,4,5,4,4,service good
04/11/2025 06.29,Always Healthy Hospital Pekanbaru,Male,26,8,4,4,4,4,4,4,3,5,4,3,5,4,3,service good
01/11/2025 00.35,Always Healthy Hospital Surabaya,Female,23,4,4,4,4,4,5,3,4,3,5,3,3,4,4,service good
25/11/2025 02.18,Always Healthy Hospital Bandung,Male,64,9,5,4,4,3,5,5,5,4,3,4,4,5,4,service good
01/11/2025 13.46,Always Healthy Hospital Tangerang,Female,44,9,4,5,4,3,4,5,5,3,5,4,4,3,4,service good
28/11/2025 10.40,Always Healthy Hospital Manado,Male,24,10,4,4,4,4,4,4,4,4,4,4,4,4,3,service good
30/11/2025 23.45,Always Healthy Hospital Bogor,Female,31,7,4,4,4,4,4,4,4,5,4,4,4,5,4,service good
23/11/2025 20.22,Always Healthy Hospital Semarang,Male,23,9,4,4,3,3,4,3,3,4,4,4,4,4,4,service good
14/11/2025 01.26,Always Healthy Hospital Manado,Female,60,8,4,4,4,4,5,4,4,4,4,4,4,4,3,service good
12/11/2025 04.02,Always Healthy Hospital Malang,Male,64,8,4,3,4,4,3,4,3,2,4,4,4,4,3,improve Laboratory
16/11/2025 00.16,Always Healthy Hospital Batam,Female,48,10,4,4,3,4,4,4,4,3,3,3,4,2,4,improve Staff Friendliness
30/11/2025 21.08,Always Healthy Hospital Palembang,Male,31,10,4,5,4,3,3,3,4,4,3,4,4,4,4,service good
14/11/2025 15.42,Always Healthy Hospital Palembang,Female,63,0,3,4,3,4,4,3,4,4,3,3,4,4,3,service good
11/11/2025 06.03,Always Healthy Hospital Surabaya,Male,46,10,5,5,4,5,4,5,4,5,5,3,4,5,4,service good
05/11/2025 12.15,Always Healthy Hospital Malang,Female,39,10,5,4,4,4,3,3,4,4,4,4,5,3,4,service good
22/11/2025 13.27,Always Healthy Hospital Yogyakarta,Male,36,9,4,3,4,4,2,3,4,3,3,3,3,4,3,improve Doctor Consultation
19/11/2025 09.56,Always Healthy Hospital Pekanbaru,Female,46,8,4,5,4,5,4,4,5,5,3,4,4,4,4,service good
01/11/2025 05.35,Always Healthy Hospital Tangerang,Male,28,8,5,5,4,4,4,5,4,5,4,3,4,4,4,service good
23/11/2025 05.22,Always Healthy Hospital Depok,Female,41,9,4,5,5,4,4,4,4,3,4,3,4,4,3,service good
18/11/2025 15.07,Always Healthy Hospital Balikpapan,Male,59,6,3,3,4,4,4,4,3,3,4,3,4,4,3,service good
26/11/2025 01.25,Always Healthy Hospital Depok,Female,40,8,4,4,5,4,4,4,4,4,4,4,4,3,3,service good
26/11/2025 00.36,Always Healthy Hospital Depok,Male,26,9,3,3,3,3,3,3,3,4,4,3,4,4,4,service good
25/11/2025 10.24,Always Healthy Hospital Bandung,Female,34,8,5,5,4,5,5,4,4,5,4,4,4,4,4,service good
18/11/2025 06.10,Always Healthy Hospital Padang,Male,31,9,3,4,4,4,3,4,5,3,4,3,4,4,3,service good
28/11/2025 10.11,Always Healthy Hospital Malang,Female,37,9,4,4,4,4,3,3,4,4,3,4,3,4,4,service good
09/11/2025 20.48,Always Healthy Hospital Batam,Male,57,7,4,5,4,4,4,4,5,4,4,4,4,4,4,service good
08/11/2025 01.21,Always Healthy Hospital Palembang,Female,44,8,4,4,3,3,4,4,3,3,5,3,4,3,3,service good
05/11/2025 09.28,Always Healthy Hospital Malang,Male,58,9,4,5,4,4,5,3,4,3,4,4,4,3,3,service good
26/11/2025 22.25,Always Healthy Hospital Bandung,Female,65,9,4,4,4,4,4,4,4,5,4,5,5,4,4,service good
29/11/2025 22.55,Always Healthy Hospital Palembang,Male,47,8,4,4,5,3,4,5,5,4,5,4,3,4,3,service good
29/11/2025 00.06,Always Healthy Hospital Denpasar,Female,31,10,4,4,4,5,4,3,3,4,3,4,4,4,3,service good
03/11/2025 12.57,Always Healthy Hospital Pekanbaru,Male,28,9,4,4,4,3,4,4,3,3,4,4,4,4,3,service good
26/11/2025 19.40,Always Healthy Hospital Malang,Female,65,10,4,5,4,3,4,4,3,4,4,3,3,4,4,service good
21/11/2025 07.41,Always Healthy Hospital Jakarta,Male,23,1,4,3,3,4,3,3,4,4,4,3,4,3,3,service good
07/11/2025 12.25,Always Healthy Hospital Palembang,Female,30,10,4,5,4,4,4,4,4,4,3,4,4,4,4,service good
27/11/2025 12.53,Always Healthy Hospital Jakarta,Male,42,2,4,5,5,5,5,4,5,4,4,4,5,5,4,service good
27/11/2025 14.32,Always Healthy Hospital Semarang,Female,57,10,4,3,3,3,3,3,3,3,5,4,3,4,3,service good
14/11/2025 16.27,Always Healthy Hospital Medan,Male,60,9,4,4,4,4,4,5,4,4,4,4,4,4,4,service good
22/11/2025 16.37,Always Healthy Hospital Bogor,Female,64,10,3,4,2,3,4,3,3,3,4,3,3,3,3,service good
29/11/2025 08.15,Always Healthy Hospital Balikpapan,Male,45,9,4,4,4,4,3,3,3,3,4,3,3,3,3,service good
27/11/2025 14.03,Always Healthy Hospital Denpasar,Female,50,3,4,3,3,4,4,4,3,3,4,4,4,3,2,improve Waiting Time
04/11/2025 21.54,Always Healthy Hospital Palembang,Male,64,9,4,4,4,4,4,5,4,4,4,4,4,4,3,service good
25/11/2025 05.25,Always Healthy Hospital Palembang,Female,48,9,3,3,3,3,4,3,3,3,4,3,3,3,3,service good
17/11/2025 16.56,Always Healthy Hospital Banjarmasin,Male,55,10,4,3,3,3,3,3,3,4,3,3,3,3,3,service good
21/11/2025 13.47,Always Healthy Hospital Makassar,Female,60,1,4,4,4,3,3,4,4,4,4,4,4,4,4,service good
29/11/2025 15.01,Always Healthy Hospital Malang,Male,48,8,4,3,3,3,4,4,4,4,4,4,4,3,4,service good
17/11/2025 01.13,Always Healthy Hospital Tangerang,Female,54,10,4,3,5,4,4,5,4,4,5,4,4,5,4,service good
22/11/2025 22.31,Always Healthy Hospital Balikpapan,Male,38,10,4,4,4,5,4,4,3,4,4,4,4,5,4,service good
06/11/2025 14.37,Always Healthy Hospital Balikpapan,Female,25,9,4,5,4,4,4,5,4,5,4,4,4,5,4,service good
21/11/2025 04.36,Always Healthy Hospital Batam,Male,29,7,4,4,4,5,4,3,4,4,4,4,5,5,4,service good
09/11/2025 20.02,Always Healthy Hospital Jakarta,Female,65,10,4,4,5,4,5,3,3,4,5,4,4,5,4,service good
29/11/2025 05.24,Always Healthy Hospital Malang,Male,42,7,4,4,4,4,3,4,4,3,4,4,4,4,3,service good
26/11/2025 01.06,Always Healthy Hospital Yogyakarta,Female,37,9,4,3,4,4,4,4,4,4,4,4,4,4,4,service good
26/11/2025 15.08,Always Healthy Hospital Batam,Male,22,10,4,4,4,4,4,4,4,4,4,4,4,4,5,service good
21/11/2025 11.35,Always Healthy Hospital Balikpapan,Female,39,9,4,4,5,4,4,4,3,4,4,4,4,5,4,service good
18/11/2025 11.35,Always Healthy Hospital Manado,Male,47,9,4,5,4,4,4,5,4,3,3,4,4,4,4,service good
07/11/2025 10.09,Always Healthy Hospital Pekanbaru,Female,56,1,4,4,4,4,4,5,5,4,4,3,5,5,3,service good
23/11/2025 14.09,Always Healthy Hospital Denpasar,Male,24,6,3,4,4,4,4,4,4,3,3,2,3,4,4,improve Billing Process
26/11/2025 04.02,Always Healthy Hospital Jakarta,Female,63,10,4,3,3,4,4,3,3,3,3,4,3,5,4,service good
19/11/2025 09.17,Always Healthy Hospital Jakarta,Male,41,0,4,4,3,3,4,4,4,4,4,4,4,4,4,service good
15/11/2025 12.57,Always Healthy Hospital Bandung,Female,29,8,4,4,4,4,5,4,5,3,4,4,5,4,4,service good
09/11/2025 13.21,Always Healthy Hospital Denpasar,Male,36,10,4,4,3,4,4,3,3,4,3,4,5,4,3,service good
14/11/2025 19.11,Always Healthy Hospital Bogor,Female,25,7,3,4,4,3,4,3,4,4,3,3,4,4,3,service good
21/11/2025 07.26,Always Healthy Hospital Balikpapan,Male,50,2,4,5,4,4,3,4,5,4,5,4,4,4,4,service good
07/11/2025 07.31,Always Healthy Hospital Yogyakarta,Female,25,0,3,4,3,4,3,4,4,5,4,3,4,3,3,service good
24/11/2025 20.41,Always Healthy Hospital Surabaya,Male,34,7,3,4,4,4,4,3,3,4,4,3,4,4,4,service good
27/11/2025 04.39,Always Healthy Hospital Tangerang,Female,32,8,3,3,4,4,4,4,4,3,4,3,4,4,3,service good
15/11/2025 12.08,Always Healthy Hospital Bandung,Male,46,10,4,4,3,3,4,4,3,3,4,3,4,4,3,service good
25/11/2025 22.23,Always Healthy Hospital Manado,Female,60,2,4,4,3,4,4,4,4,4,4,3,4,3,4,service good
16/11/2025 19.56,Always Healthy Hospital Padang,Male,45,10,4,4,4,4,4,4,5,4,4,4,4,3,5,service good
09/11/2025 00.31,Always Healthy Hospital Balikpapan,Female,26,7,3,4,3,3,3,3,3,3,2,3,4,3,3,improve Emergency Response
07/11/2025 18.32,Always Healthy Hospital Tangerang,Male,64,8,3,4,3,3,4,4,3,5,4,3,3,3,3,service good
27/11/2025 05.29,Always Healthy Hospital Surabaya,Female,31,4,4,4,5,5,4,5,4,4,5,4,4,4,4,service good
30/11/2025 18.43,Always Healthy Hospital Padang,Male,48,8,4,3,4,4,4,3,3,4,4,3,5,3,4,service good
09/11/2025 12.35,Always Healthy Hospital Palembang,Female,45,8,3,4,3,3,3,4,4,4,4,3,4,3,4,service good
26/11/2025 20.32,Always Healthy Hospital Tangerang,Male,53,5,4,4,4,4,4,4,4,4,4,3,3,4,4,service good
08/11/2025 11.33,Always Healthy Hospital Balikpapan,Female,49,2,4,4,4,5,4,5,4,4,4,4,5,4,3,service good
09/11/2025 03.13,Always Healthy Hospital Bandung,Male,36,9,3,4,4,4,3,3,3,5,3,2,4,4,4,improve Billing Process
05/11/2025 10.13,Always Healthy Hospital Batam,Female,55,8,4,4,4,3,4,4,4,3,5,4,4,4,3,service good
11/11/2025 02.19,Always Healthy Hospital Semarang,Male,34,0,3,4,4,3,4,4,4,4,3,3,4,4,4,service good
07/11/2025 03.42,Always Healthy Hospital Pekanbaru,Female,45,8,4,3,4,3,4,5,4,5,4,4,3,3,4,service good
21/11/2025 18.02,Always Healthy Hospital Malang,Male,51,7,3,4,4,5,4,3,4,4,3,3,3,5,3,service good
10/11/2025 00.53,Always Healthy Hospital Tangerang,Female,65,8,4,4,4,4,4,3,4,4,4,4,5,4,3,service good
02/11/2025 09.51,Always Healthy Hospital Bogor,Male,30,8,4,4,4,4,3,3,4,4,4,3,4,3,3,service good
22/11/2025 18.55,Always Healthy Hospital Denpasar,Female,30,10,4,4,4,4,4,4,4,3,4,4,5,5,4,service good
04/11/2025 21.11,Always Healthy Hospital Tangerang,Male,35,3,4,4,4,4,4,4,3,3,4,4,3,3,4,service good
11/11/2025 18.29,Always Healthy Hospital Jakarta,Female,47,9,3,4,4,3,4,3,4,4,3,3,4,3,3,service good
18/11/2025 21.04,Always Healthy Hospital Palembang,Male,61,6,3,3,4,3,4,3,4,3,3,4,2,3,4,improve Facility Cleanliness
09/11/2025 10.07,Always Healthy Hospital Bogor,Female,36,10,4,3,4,3,4,4,4,4,4,4,4,4,4,service good
25/11/2025 06.11,Always Healthy Hospital Yogyakarta,Male,62,10,3,4,4,2,3,4,4,3,3,3,3,3,3,improve Registration
17/11/2025 11.43,Always Healthy Hospital Bandung,Female,24,9,4,4,3,4,3,4,3,3,3,3,4,3,3,service good
11/11/2025 14.21,Always Healthy Hospital Depok,Male,43,8,5,5,5,4,4,4,4,5,5,4,5,4,4,service good
07/11/2025 03.27,Always Healthy Hospital Bandung,Female,29,1,3,4,4,4,2,3,3,4,4,3,3,4,3,improve Doctor Consultation
02/11/2025 02.23,Always Healthy Hospital Semarang,Male,56,10,4,4,4,4,4,4,4,4,3,4,4,4,4,service good
08/11/2025 09.33,Always Healthy Hospital Balikpapan,Female,31,7,4,4,3,4,3,4,5,4,4,3,4,4,3,service good
26/11/2025 07.15,Always Healthy Hospital Banjarmasin,Male,42,10,4,4,4,4,3,3,4,4,4,3,3,3,3,service good
23/11/2025 05.47,Always Healthy Hospital Batam,Female,65,8,4,4,4,3,3,4,4,4,3,3,4,3,3,service good
24/11/2025 03.22,Always Healthy Hospital Bandung,Male,39,10,4,4,4,4,4,4,3,4,3,4,4,4,4,service good
18/11/2025 11.03,Always Healthy Hospital Tangerang,Female,55,0,3,4,5,4,4,3,5,4,4,4,4,3,4,service good
20/11/2025 09.43,Always Healthy Hospital Bekasi,Male,47,8,4,3,4,4,5,4,3,5,5,4,4,5,3,service good
19/11/2025 10.51,Always Healthy Hospital Malang,Female,35,8,4,4,4,4,4,5,4,4,4,4,5,3,3,service good
25/11/2025 23.54,Always Healthy Hospital Batam,Male,21,10,4,4,4,4,4,4,5,3,4,4,5,5,4,service good
11/11/2025 01.26,Always Healthy Hospital Palembang,Female,63,9,4,4,4,4,5,5,5,4,4,3,4,5,4,service good
08/11/2025 21.56,Always Healthy Hospital Semarang,Male,32,7,4,4,4,3,5,4,4,4,3,3,3,4,3,service good
26/11/2025 22.55,Always Healthy Hospital Balikpapan,Female,55,8,4,4,4,4,4,4,4,3,3,3,4,4,4,service good
21/11/2025 13.06,Always Healthy Hospital Malang,Male,65,9,4,4,3,4,4,4,3,4,4,5,3,4,3,service good
16/11/2025 04.25,Always Healthy Hospital Semarang,Female,36,2,3,4,4,3,4,4,3,4,5,4,4,4,4,service good
08/11/2025 18.01,Always Healthy Hospital Bekasi,Male,58,8,4,4,4,4,5,5,5,4,4,4,4,5,4,service good
02/11/2025 03.59,Always Healthy Hospital Pekanbaru,Female,38,10,4,4,4,3,4,4,4,4,4,4,4,4,3,service good
05/11/2025 03.11,Always Healthy Hospital Tangerang,Male,59,9,3,3,3,4,4,3,4,4,3,3,4,3,4,service good
28/11/2025 22.59,Always Healthy Hospital Makassar,Female,24,9,4,4,3,3,4,3,4,4,4,3,4,4,3,service good
25/11/2025 11.50,Always Healthy Hospital Depok,Male,22,7,4,4,4,5,5,4,4,3,3,4,4,5,4,service good
07/11/2025 23.31,Always Healthy Hospital Bogor,Female,26,3,4,3,4,4,5,4,4,4,4,5,4,5,4,service good
27/11/2025 16.28,Always Healthy Hospital Tangerang,Male,35,10,4,5,4,5,3,5,4,5,4,3,4,4,3,service good
02/11/2025 20.29,Always Healthy Hospital Batam,Female,24,9,5,4,4,4,4,4,4,4,3,4,3,4,3,service good
18/11/2025 18.23,Always Healthy Hospital Tangerang,Male,64,9,3,3,4,4,4,3,4,4,4,4,3,3,4,service good
16/11/2025 19.54,Always Healthy Hospital Yogyakarta,Female,34,7,3,3,4,4,4,4,5,4,3,4,4,4,3,service good
24/11/2025 20.03,Always Healthy Hospital Padang,Male,50,10,4,4,4,4,4,4,4,4,5,4,4,4,3,service good
16/11/2025 11.23,Always Healthy Hospital Semarang,Female,53,7,4,4,4,4,4,4,4,4,5,4,4,4,4,service good
18/11/2025 20.51,Always Healthy Hospital Padang,Male,44,5,3,4,4,4,3,4,4,3,4,4,4,4,4,service good
15/11/2025 08.38,Always Healthy Hospital Malang,Female,65,5,3,4,5,4,4,5,3,4,5,4,4,5,5,service good
30/11/2025 16.34,Always Healthy Hospital Manado,Male,52,10,4,4,4,4,3,4,4,4,4,4,4,4,4,service good
17/11/2025 15.09,Always Healthy Hospital Bekasi,Female,44,0,4,4,4,4,3,5,3,4,3,4,4,3,3,service good
07/11/2025 12.07,Always Healthy Hospital Banjarmasin,Male,62,10,3,4,4,4,5,3,4,4,4,4,3,4,4,service good
15/11/2025 13.56,Always Healthy Hospital Bekasi,Female,61,9,3,4,3,3,4,3,4,3,3,3,3,2,3,improve Staff Friendliness
14/11/2025 21.28,Always Healthy Hospital Depok,Male,44,6,3,3,3,3,3,3,4,3,4,3,3,5,3,service good
08/11/2025 18.56,Always Healthy Hospital Surabaya,Female,56,10,4,4,4,4,4,5,4,4,4,4,4,3,4,service good
07/11/2025 23.05,Always Healthy Hospital Banjarmasin,Male,29,8,4,4,3,3,4,4,4,4,4,3,5,3,4,service good
26/11/2025 17.01,Always Healthy Hospital Bandung,Female,50,6,4,3,4,3,3,4,3,4,3,4,4,4,4,service good
20/11/2025 03.27,Always Healthy Hospital Depok,Male,31,7,4,3,3,3,3,4,3,4,3,3,4,4,3,service good
09/11/2025 23.30,Always Healthy Hospital Banjarmasin,Female,27,4,3,4,5,4,4,4,3,4,3,3,4,4,4,service good
24/11/2025 20.33,Always Healthy Hospital Surabaya,Male,40,2,4,4,5,5,4,3,4,5,4,4,5,5,4,service good
10/11/2025 22.16,Always Healthy Hospital Balikpapan,Female,39,9,4,3,4,3,3,3,4,4,4,2,4,5,4,improve Billing Process
13/11/2025 17.20,Always Healthy Hospital Bandung,Male,63,10,4,3,4,4,4,4,4,4,4,3,5,4,4,service good
15/11/2025 13.44,Always Healthy Hospital Malang,Female,33,9,4,4,4,4,4,4,5,5,3,4,4,5,4,service good
12/11/2025 17.55,Always Healthy Hospital Bandung,Male,33,2,4,4,5,4,5,4,4,3,4,4,4,4,4,service good
14/11/2025 20.54,Always Healthy Hospital Semarang,Female,26,8,4,5,4,4,5,5,4,5,5,4,4,4,5,service good
22/11/2025 04.34,Always Healthy Hospital Jakarta,Male,65,9,4,4,4,4,4,4,4,4,3,3,5,3,4,service good
28/11/2025 22.56,Always Healthy Hospital Denpasar,Female,39,7,4,4,4,3,4,4,4,5,4,3,5,4,4,service good
27/11/2025 18.45,Always Healthy Hospital Palembang,Male,26,9,4,3,4,3,4,4,4,4,5,4,4,4,3,service good
08/11/2025 23.57,Always Healthy Hospital Bandung,Female,44,5,3,3,3,4,3,3,2,3,4,3,4,4,4,improve Pharmacy Service
02/11/2025 07.21,Always Healthy Hospital Manado,Male,51,7,4,5,5,5,5,5,5,5,4,5,5,5,4,service good
05/11/2025 07.09,Always Healthy Hospital Balikpapan,Female,51,8,4,4,4,4,4,5,4,3,4,3,4,4,3,service good
16/11/2025 18.33,Always Healthy Hospital Makassar,Male,62,9,3,3,3,4,3,3,4,3,4,3,3,3,3,service good
06/11/2025 12.38,Always Healthy Hospital Balikpapan,Female,47,9,4,4,4,4,3,4,3,4,4,4,5,3,4,service good
13/11/2025 17.14,Always Healthy Hospital Yogyakarta,Male,40,7,4,4,4,4,4,4,4,5,4,5,5,5,4,service good
11/11/2025 09.43,Always Healthy Hospital Depok,Female,44,9,4,3,4,4,4,4,4,3,4,4,4,3,3,service good
23/11/2025 09.53,Always Healthy Hospital Batam,Male,64,7,4,5,4,4,4,4,4,5,5,4,4,5,4,service good
24/11/2025 23.02,Always Healthy Hospital Pekanbaru,Female,55,9,4,4,4,4,4,5,3,5,5,3,4,4,4,service good
06/11/2025 15.43,Always Healthy Hospital Denpasar,Male,39,0,3,3,2,4,3,3,5,3,3,2,3,4,4,improve Billing Process
10/11/2025 21.27,Always Healthy Hospital Makassar,Female,22,7,4,4,4,4,4,4,4,4,4,4,4,3,3,service good
05/11/2025 11.29,Always Healthy Hospital Depok,Male,26,0,4,4,5,4,4,4,5,4,5,3,4,5,4,service good
02/11/2025 16.02,Always Healthy Hospital Balikpapan,Female,58,4,4,4,4,4,4,5,3,4,4,4,4,4,4,service good
27/11/2025 23.51,Always Healthy Hospital Semarang,Male,60,7,4,4,4,4,4,3,4,3,4,4,4,5,4,service good
29/11/2025 01.52,Always Healthy Hospital Tangerang,Female,62,7,4,4,4,3,4,4,4,4,5,4,4,4,4,service good
08/11/2025 15.49,Always Healthy Hospital Padang,Male,64,8,3,4,4,3,4,4,3,3,4,3,4,4,4,service good
28/11/2025 22.45,Always Healthy Hospital Yogyakarta,Female,28,0,4,4,4,3,4,4,4,4,4,3,4,4,3,service good
11/11/2025 12.46,Always Healthy Hospital Bekasi,Male,23,9,4,5,5,4,4,5,5,4,4,4,5,4,4,service good
05/11/2025 13.38,Always Healthy Hospital Yogyakarta,Female,41,9,4,4,4,4,4,4,3,4,4,3,4,3,4,service good
20/11/2025 08.30,Always Healthy Hospital Malang,Male,30,10,4,4,5,4,4,4,5,3,4,3,5,4,4,service good
04/11/2025 08.37,Always Healthy Hospital Bogor,Female,24,5,4,4,4,3,4,3,4,3,4,4,3,4,4,service good
27/11/2025 14.17,Always Healthy Hospital Bogor,Male,26,9,4,4,4,4,3,4,4,4,4,4,4,4,4,service good
15/11/2025 02.31,Always Healthy Hospital Bekasi,Female,26,8,4,4,4,4,4,5,5,4,4,4,4,5,4,service good
06/11/2025 10.30,Always Healthy Hospital Bandung,Male,41,0,4,4,4,4,4,4,4,4,5,4,3,4,5,service good
13/11/2025 02.07,Always Healthy Hospital Denpasar,Female,34,0,3,3,4,3,3,5,3,4,4,3,3,4,3,service good
02/11/2025 08.24,Always Healthy Hospital Palembang,Male,37,8,4,4,4,3,4,4,4,4,3,3,4,5,4,service good
19/11/2025 23.21,Always Healthy Hospital Bogor,Female,25,10,4,4,4,5,4,5,4,4,4,4,4,3,4,service good
23/11/2025 00.41,Always Healthy Hospital Manado,Male,24,3,3,3,3,3,4,2,3,2,3,3,4,3,4,"improve Nurse Service, Laboratory"
08/11/2025 09.07,Always Healthy Hospital Manado,Female,30,10,4,5,4,4,4,4,4,4,4,4,4,5,4,service good
11/11/2025 03.27,Always Healthy Hospital Denpasar,Male,25,6,4,4,4,4,3,4,4,4,3,3,4,4,4,service good
25/11/2025 03.35,Always Healthy Hospital Medan,Female,46,9,4,4,4,3,4,4,4,4,4,4,4,4,3,service good
16/11/2025 07.32,Always Healthy Hospital Depok,Male,25,9,4,4,3,5,3,4,3,4,3,4,4,4,4,service good
28/11/2025 19.58,Always Healthy Hospital Malang,Female,22,6,4,4,4,4,5,3,3,4,3,4,3,4,4,service good
03/11/2025 22.24,Always Healthy Hospital Batam,Male,45,1,4,3,4,4,4,4,4,4,4,4,4,5,3,service good
01/11/2025 15.55,Always Healthy Hospital Pekanbaru,Female,46,0,4,4,4,5,5,4,5,5,5,4,4,4,4,service good
29/11/2025 23.47,Always Healthy Hospital Manado,Male,59,3,3,3,3,3,4,5,3,4,4,3,3,3,3,service good
07/11/2025 15.31,Always Healthy Hospital Padang,Female,46,7,4,4,4,4,5,4,4,4,4,4,3,5,4,service good
02/11/2025 10.06,Always Healthy Hospital Denpasar,Male,34,7,5,4,4,5,4,4,5,5,5,4,5,4,4,service good
26/11/2025 09.14,Always Healthy Hospital Bogor,Female,27,8,4,4,4,4,4,5,4,3,4,4,4,4,4,service good
14/11/2025 07.38,Always Healthy Hospital Jakarta,Male,22,7,4,4,4,3,4,4,4,4,4,4,4,4,4,service good
09/11/2025 20.45,Always Healthy Hospital Bandung,Female,56,7,3,4,4,4,4,4,4,4,4,3,3,4,4,service good
20/11/2025 17.16,Always Healthy Hospital Yogyakarta,Male,40,9,3,3,3,3,3,3,3,4,4,4,4,4,3,service good
14/11/2025 20.24,Always Healthy Hospital Banjarmasin,Female,55,8,4,4,4,4,4,4,3,4,4,4,3,4,3,service good
09/11/2025 07.20,Always Healthy Hospital Tangerang,Male,65,7,3,5,4,4,4,3,3,3,4,4,3,4,4,service good
29/11/2025 01.09,Always Healthy Hospital Denpasar,Female,50,9,3,4,4,3,4,3,4,4,3,3,4,2,3,improve Staff Friendliness
27/11/2025 07.10,Always Healthy Hospital Bogor,Male,32,10,4,4,4,4,4,4,4,5,3,5,4,4,4,service good
14/11/2025 07.38,Always Healthy Hospital Makassar,Female,64,10,4,4,3,4,4,4,4,3,4,3,4,4,3,service good
11/12/2025 06.30,Always Healthy Hospital Manado,Male,41,0,4,4,3,4,3,3,4,4,3,4,4,3,3,service good
02/12/2025 03.52,Always Healthy Hospital Batam,Female,28,3,4,4,4,5,4,3,4,4,4,4,3,4,3,service good
12/12/2025 10.02,Always Healthy Hospital Yogyakarta,Male,40,9,4,4,4,4,4,4,4,4,4,4,4,4,3,service good
27/12/2025 14.14,Always Healthy Hospital Pekanbaru,Female,52,7,4,3,4,3,4,4,3,5,3,4,5,4,3,service good
08/12/2025 01.22,Always Healthy Hospital Bogor,Male,33,9,4,4,5,4,4,5,4,4,5,4,3,4,3,service good
12/12/2025 10.14,Always Healthy Hospital Denpasar,Female,55,10,4,4,4,4,5,4,4,4,4,4,4,4,3,service good
21/12/2025 01.31,Always Healthy Hospital Pekanbaru,Male,37,10,4,4,4,3,4,4,3,4,4,4,4,4,4,service good
13/12/2025 21.37,Always Healthy Hospital Pekanbaru,Female,38,10,4,4,5,5,4,5,5,5,3,5,4,3,4,service good
07/12/2025 07.46,Always Healthy Hospital Medan,Male,46,9,4,4,3,3,4,4,4,4,4,3,5,4,4,service good
17/12/2025 03.52,Always Healthy Hospital Bandung,Female,46,10,4,4,4,5,4,3,4,4,4,4,4,4,4,service good
20/12/2025 09.36,Always Healthy Hospital Manado,Male,31,8,4,4,4,4,5,4,5,4,5,4,3,4,4,service good
01/12/2025 05.40,Always Healthy Hospital Bandung,Female,28,10,3,4,4,3,4,4,5,4,3,4,4,3,3,service good
13/12/2025 06.50,Always Healthy Hospital Depok,Male,27,10,4,3,4,4,4,4,3,4,4,3,5,5,3,service good
16/12/2025 03.02,Always Healthy Hospital Surabaya,Female,44,9,4,5,4,4,4,4,3,3,4,5,3,4,4,service good
04/12/2025 12.41,Always Healthy Hospital Yogyakarta,Male,65,9,3,4,4,3,4,4,4,4,3,3,3,4,4,service good
15/12/2025 21.34,Always Healthy Hospital Pekanbaru,Female,55,9,3,3,4,3,4,4,4,3,3,3,4,3,3,service good
04/12/2025 16.41,Always Healthy Hospital Padang,Male,22,3,4,4,4,4,4,5,4,4,4,4,4,4,4,service good
02/12/2025 01.47,Always Healthy Hospital Surabaya,Female,54,8,4,3,4,4,3,4,3,4,4,3,3,3,3,service good
19/12/2025 09.39,Always Healthy Hospital Banjarmasin,Male,42,10,4,3,4,3,4,4,2,3,5,4,4,4,3,improve Pharmacy Service
25/12/2025 07.26,Always Healthy Hospital Manado,Female,37,10,5,5,5,5,5,5,5,5,4,4,4,5,5,service good
12/12/2025 05.41,Always Healthy Hospital Denpasar,Male,45,10,4,3,4,4,4,4,4,3,4,4,4,4,3,service good
02/12/2025 07.48,Always Healthy Hospital Bogor,Female,49,10,3,3,3,4,4,3,3,3,4,3,3,4,4,service good
14/12/2025 05.42,Always Healthy Hospital Yogyakarta,Male,39,5,4,4,4,5,4,3,4,3,4,3,3,4,3,service good
28/12/2025 12.08,Always Healthy Hospital Banjarmasin,Female,38,6,3,4,3,4,3,4,3,4,5,4,4,3,3,service good
02/12/2025 09.23,Always Healthy Hospital Manado,Male,64,10,4,3,3,3,3,4,3,4,5,3,2,5,3,improve Facility Cleanliness
